Quadrature no.	Integration Result	Percent error %	Run time (s)
1		0.0            		100.0          %		0.00011395290493965149
2		0.7043259094830925		4.272183946961015%		9.95248556137085e-05
3		0.7353621441608531		0.05392230954365912%		0.00012181419879198074
4		0.735756506760854		0.00032287507334104925%		0.00012729503214359283
5		0.7357588740610974		1.1256116355233959e-06%		0.0001488160341978073
6		0.7357588823240081		2.565636718239363e-09%		0.00012604240328073502
7		0.7357588823428544		4.1647007212580524e-12%		0.00013368669897317886
8		0.7357588823428858		1.0562646756813904e-13%		0.00013863109052181244
9		0.7357588823428856		7.544747683438502e-14%		0.00012586824595928192
10		0.7357588823428838		1.6598444903564704e-13%		0.002107085660099983
11		0.7357588823428844		7.544747683438502e-14%		0.00014980509877204895
12		0.7357588823428843		9.053697220126202e-14%		0.00013849884271621704
13		0.7357588823428842		1.0562646756813904e-13%		0.00632879976183176
14		0.7357588823428853		4.526848610063101e-14%		0.0023368624970316887
15		0.7357588823428833		2.2634243050315505e-13%		0.0001401277258992195
16		0.7357588823428847		4.526848610063101e-14%		0.00014097150415182114
17		0.7357588823428844		7.544747683438502e-14%		0.007527356967329979
18		0.7357588823428844		7.544747683438502e-14%		0.00015555694699287415
19		0.7357588823428849		1.5089495366877003e-14%		0.005494724027812481
20		0.7357588823428851		1.5089495366877003e-14%		0.0036611557006835938
