Quadrature no.	Integration Result	Percent error %	Run time (s)
1				0.0            				100.0          %				0.03744168300181627
2				0.7043259094830925				4.272183946961015%				0.0008156811818480492
3				0.7353621441608531				0.05392230954365912%				0.03773247078061104
4				0.735756506760854				0.0003228750733410492%				0.001097638159990311
5				0.7357588740610974				1.125611635523396e-06%				0.03813951835036278
6				0.7357588823240081				2.565636718239363e-09%				0.0014957245439291
7				0.7357588823428544				4.164700721258052e-12%				0.03855012450367212
8				0.7357588823428858				1.05626467568139e-13%				0.001977012492716312
9				0.7357588823428856				7.544747683438502e-14%				0.03909036237746477
10				0.7357588823428838				1.65984449035647e-13%				0.002570441924035549
11				0.7357588823428844				7.544747683438502e-14%				0.03972330316901207
12				0.7357588823428843				9.053697220126202e-14%				0.003239857032895088
13				0.7357588823428842				1.05626467568139e-13%				0.04044287279248238
14				0.7357588823428853				4.526848610063101e-14%				0.004008402116596699
15				0.7357588823428833				2.263424305031551e-13%				0.04125725105404854
16				0.7357588823428847				4.526848610063101e-14%				0.004887490533292294
17				0.7357588823428844				7.544747683438502e-14%				0.04221604112535715
18				0.7357588823428844				7.544747683438502e-14%				0.005912346765398979
19				0.7357588823428849				1.5089495366877e-14%				0.04330653045326471
